frame,target_track_id,other_track_id,other_x,other_y,other_label,relative_x,relative_y,distance_to_target
4110,1,81,56.0,268.0,Biker,-108.5,235.5,259.2923060948782
4110,1,82,995.0,986.5,Pedestrian,830.5,954.0,1264.8502875834752
4111,1,2,888.0,549.0,Biker,726.0,519.0,892.4331907767662
4111,1,3,42.5,23.5,Pedestrian,-119.5,-6.5,119.67664768032233
4111,1,4,175.5,62.5,Pedestrian,13.5,32.5,35.19232870953555
4111,1,6,635.0,303.5,Pedestrian,473.0,273.5,546.3801332405856
4111,1,8,1700.5,289.5,Pedestrian,1538.5,259.5,1560.2315533279027
4111,1,10,218.5,227.5,Pedestrian,56.5,197.5,205.42273486642125
4111,1,11,1874.0,843.0,Pedestrian,1712.0,813.0,1895.2342863086874
4111,1,16,211.5,192.0,Pedestrian,49.5,162.0,169.3937720224684
4111,1,21,1036.5,979.5,Pedestrian,874.5,949.5,1290.8526252055267
4111,1,24,742.0,448.0,Pedestrian,580.0,418.0,714.9293671405588
4111,1,27,248.5,203.5,Pedestrian,86.5,173.5,193.86722260351283
4111,1,43,1475.0,771.5,Pedestrian,1313.0,741.5,1507.909562938043
4111,1,78,1755.5,275.0,Pedestrian,1593.5,245.0,1612.2243175191225
4111,1,80,1329.5,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4111,1,81,56.0,268.0,Biker,-106.0,238.0,260.5379051117131
4111,1,82,995.0,986.5,Pedestrian,833.0,956.5,1268.3774083450082
4112,1,2,885.0,549.0,Biker,726.0,519.0,892.4331907767662
4112,1,3,42.5,23.5,Pedestrian,-116.5,-6.5,116.68118957226996
4112,1,4,175.5,62.5,Pedestrian,16.5,32.5,36.44859393721519
4112,1,6,632.0,303.5,Pedestrian,473.0,273.5,546.3801332405856
4112,1,8,1700.5,289.5,Pedestrian,1541.5,259.5,1563.1898477152415
4112,1,10,218.5,227.5,Pedestrian,59.5,197.5,206.26802951499778
4112,1,11,1874.0,843.0,Pedestrian,1715.0,813.0,1897.9446778028068
4112,1,16,211.5,192.0,Pedestrian,52.5,162.0,170.29459768295646
4112,1,21,1036.5,979.5,Pedestrian,877.5,949.5,1292.8868860035668
4112,1,24,740.5,448.0,Pedestrian,581.5,418.0,716.146807575095
4112,1,27,248.5,203.5,Pedestrian,89.5,173.5,195.22423005354636
4112,1,43,1475.0,771.5,Pedestrian,1316.0,741.5,1510.522508935236
4112,1,78,1755.5,275.0,Pedestrian,1596.5,245.0,1615.1895399611774
4112,1,80,1326.5,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4112,1,81,54.5,267.0,Biker,-104.5,237.0,259.0159261512697
4112,1,82,995.0,986.5,Pedestrian,836.0,956.5,1270.3496565906569
4113,1,2,882.5,547.0,Biker,723.5,517.0,889.2363296672038
4113,1,3,42.5,23.5,Pedestrian,-116.5,-6.5,116.68118957226996
4113,1,4,173.0,62.5,Pedestrian,14.0,32.5,35.387144558440994
4113,1,6,629.0,303.5,Pedestrian,470.0,273.5,543.7851138087544
4113,1,8,1702.0,289.5,Pedestrian,1543.0,259.5,1564.6690544648732
4113,1,10,218.5,227.5,Pedestrian,59.5,197.5,206.26802951499778
4113,1,11,1874.0,843.0,Pedestrian,1715.0,813.0,1897.9446778028068
4113,1,16,211.5,192.0,Pedestrian,52.5,162.0,170.29459768295646
4113,1,21,1036.5,979.5,Pedestrian,877.5,949.5,1292.8868860035668
4113,1,24,740.5,448.0,Pedestrian,581.5,418.0,716.146807575095
4113,1,27,248.5,203.5,Pedestrian,89.5,173.5,195.22423005354636
4113,1,43,1475.0,771.5,Pedestrian,1316.0,741.5,1510.522508935236
4113,1,78,1758.5,275.0,Pedestrian,1599.5,245.0,1618.154890608436
4113,1,80,1326.5,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4113,1,81,54.5,267.0,Biker,-104.5,237.0,259.0159261512697
4113,1,82,995.0,986.5,Pedestrian,836.0,956.5,1270.3496565906569
4114,1,2,879.5,547.0,Biker,723.0,517.0,888.8295674649893
4114,1,3,42.5,23.5,Pedestrian,-114.0,-6.5,114.1851566535686
4114,1,4,173.0,62.5,Pedestrian,16.5,32.5,36.44859393721519
4114,1,6,629.0,306.0,Pedestrian,472.5,276.0,547.2040295904262
4114,1,8,1702.0,289.5,Pedestrian,1545.5,259.5,1567.1344868900053
4114,1,10,218.5,227.5,Pedestrian,62.0,197.5,207.00301930165173
4114,1,11,1871.0,845.5,Pedestrian,1714.5,815.5,1898.5653794378534
4114,1,16,211.5,192.0,Pedestrian,55.0,162.0,171.0818517552344
4114,1,21,1036.5,979.5,Pedestrian,880.0,949.5,1294.58497210496
4114,1,24,740.5,448.0,Pedestrian,584.0,418.0,718.1782508542012
4114,1,27,248.5,203.5,Pedestrian,92.0,173.5,196.3829167723099
4114,1,43,1475.0,771.5,Pedestrian,1318.5,741.5,1512.701061016353
4114,1,78,1758.5,275.0,Pedestrian,1602.0,245.0,1620.626113574627
4114,1,80,1323.5,571.0,Pedestrian,1167.0,541.0,1286.3008979239655
4114,1,81,54.5,267.0,Biker,-102.0,237.0,258.0174412709342
4114,1,82,995.0,986.5,Pedestrian,838.5,956.5,1271.996265717789
4115,1,2,877.0,547.0,Biker,720.5,517.0,886.7971865088432
4115,1,3,42.5,23.5,Pedestrian,-114.0,-6.5,114.1851566535686
4115,1,4,170.0,64.5,Pedestrian,13.5,34.5,37.04726710568541
4115,1,6,627.0,306.0,Pedestrian,470.5,276.0,545.4780013896069
4115,1,8,1703.5,289.5,Pedestrian,1547.0,259.5,1568.6137988682874
4115,1,10,218.5,227.5,Pedestrian,62.0,197.5,207.00301930165173
4115,1,11,1871.0,845.5,Pedestrian,1714.5,815.5,1898.5653794378534
4115,1,16,211.5,192.0,Pedestrian,55.0,162.0,171.0818517552344
4115,1,21,1036.5,982.5,Pedestrian,880.0,952.5,1296.7868945975665
4115,1,24,740.5,448.0,Pedestrian,584.0,418.0,718.1782508542012
4115,1,27,248.5,203.5,Pedestrian,92.0,173.5,196.3829167723099
4115,1,43,1475.0,771.5,Pedestrian,1318.5,741.5,1512.701061016353
4115,1,78,1758.5,275.0,Pedestrian,1602.0,245.0,1620.626113574627
4115,1,80,1321.0,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4115,1,81,54.5,267.0,Biker,-102.0,237.0,258.0174412709342
4115,1,82,995.0,986.5,Pedestrian,838.5,956.5,1271.996265717789
4116,1,2,871.5,545.0,Biker,718.0,515.0,883.6000226346761
4116,1,3,42.5,23.5,Pedestrian,-111.0,-6.5,111.19015244166185
4116,1,4,167.5,64.5,Pedestrian,14.0,34.5,37.23237838226293
4116,1,6,624.0,308.0,Pedestrian,470.5,278.0,546.4926806463194
4116,1,8,1705.0,289.5,Pedestrian,1551.5,259.5,1573.051969898007
4116,1,10,218.5,227.5,Pedestrian,65.0,197.5,207.92125913431747
4116,1,11,1871.0,845.5,Pedestrian,1717.5,815.5,1901.2749669629588
4116,1,16,211.5,192.0,Pedestrian,58.0,162.0,172.06975329789952
4116,1,21,1036.5,982.5,Pedestrian,883.0,952.5,1298.8245647507595
4116,1,24,740.5,448.0,Pedestrian,587.0,418.0,720.6198720546083
4116,1,27,248.5,203.5,Pedestrian,95.0,173.5,197.8060919183229
4116,1,43,1475.0,771.5,Pedestrian,1321.5,741.5,1515.3166335786063
4116,1,78,1758.5,273.5,Pedestrian,1605.0,243.5,1623.366024653713
4116,1,80,1321.0,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4116,1,81,54.5,266.0,Biker,-99.0,236.0,255.92381678929377
4116,1,82,995.0,986.5,Pedestrian,841.5,956.5,1273.9758631936477
4117,1,2,868.5,545.0,Biker,717.5,515.0,883.1937782842449
4117,1,3,42.5,23.5,Pedestrian,-108.5,-6.5,108.69452608112333
4117,1,4,167.5,64.5,Pedestrian,16.5,34.5,38.242646351945886
4117,1,6,624.0,308.0,Pedestrian,473.0,278.0,548.6465164384077
4117,1,8,1705.0,289.5,Pedestrian,1554.0,259.5,1575.5177720355935
4117,1,10,218.5,227.5,Pedestrian,67.5,197.5,208.71631464741802
4117,1,11,1868.0,847.5,Pedestrian,1717.0,817.5,1901.6822158289224
4117,1,16,211.5,192.0,Pedestrian,60.5,162.0,172.92845341354325
4117,1,21,1033.5,982.5,Pedestrian,882.5,952.5,1298.4846937873392
4117,1,24,740.5,448.0,Pedestrian,589.5,418.0,722.6577682416483
4117,1,27,248.5,203.5,Pedestrian,97.5,173.5,199.01884332896722
4117,1,43,1475.0,771.5,Pedestrian,1324.0,741.5,1517.497364083378
4117,1,78,1759.5,273.5,Pedestrian,1608.5,243.5,1626.8265119551008
4117,1,80,1318.5,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4117,1,81,54.5,264.5,Biker,-96.5,234.5,253.57937613299706
4117,1,82,995.0,986.5,Pedestrian,844.0,956.5,1275.628570548653
4118,1,2,866.0,545.0,Biker,715.0,515.0,881.1640028961691
4118,1,3,42.5,23.5,Pedestrian,-108.5,-6.5,108.69452608112333
4118,1,4,164.5,64.5,Pedestrian,13.5,34.5,37.04726710568541
4118,1,6,621.0,308.0,Pedestrian,470.0,278.0,546.0622675116822
4118,1,8,1706.0,289.5,Pedestrian,1555.0,259.5,1576.5041230520142
4118,1,10,218.5,227.5,Pedestrian,67.5,197.5,208.71631464741802
4118,1,11,1868.0,847.5,Pedestrian,1717.0,817.5,1901.6822158289224
4118,1,16,211.5,192.0,Pedestrian,60.5,162.0,172.92845341354325
4118,1,21,1033.5,982.5,Pedestrian,882.5,952.5,1298.4846937873392
4118,1,24,740.5,448.0,Pedestrian,589.5,418.0,722.6577682416483
4118,1,27,248.5,203.5,Pedestrian,97.5,173.5,199.01884332896722
4118,1,43,1475.0,771.5,Pedestrian,1324.0,741.5,1517.497364083378
4118,1,78,1761.0,273.5,Pedestrian,1610.0,243.5,1628.3096296466467
4118,1,80,1315.5,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4118,1,81,54.5,264.5,Biker,-96.5,234.5,253.57937613299706
4118,1,82,995.0,986.5,Pedestrian,844.0,956.5,1275.628570548653
4119,1,2,863.0,543.0,Biker,715.0,513.0,879.9965909024876
4119,1,3,42.5,23.5,Pedestrian,-105.5,-6.5,105.7000473036791
4119,1,4,164.5,64.5,Pedestrian,16.5,34.5,38.242646351945886
4119,1,6,621.0,310.5,Pedestrian,473.0,280.5,549.9174938115717
4119,1,8,1706.0,289.5,Pedestrian,1558.0,259.5,1579.4632790919832
4119,1,10,218.5,227.5,Pedestrian,70.5,197.5,209.70574622551476
4119,1,11,1868.0,847.5,Pedestrian,1720.0,817.5,1904.3913069534842
4119,1,16,211.5,192.0,Pedestrian,63.5,162.0,174.0007183893216
4119,1,21,1033.5,984.5,Pedestrian,885.5,954.5,1301.9909753911506
4119,1,24,740.5,448.0,Pedestrian,592.5,418.0,725.107061060641
4119,1,27,248.5,203.5,Pedestrian,100.5,173.5,200.50561089405952
4119,1,43,1475.0,771.5,Pedestrian,1327.0,741.5,1520.1155383720015
4119,1,78,1761.0,273.5,Pedestrian,1613.0,243.5,1631.2759576478775
4119,1,80,1315.5,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4119,1,81,54.5,264.5,Biker,-93.5,234.5,252.4529659164257
4119,1,82,995.0,986.5,Pedestrian,847.0,956.5,1277.6154546654482
4120,1,2,860.5,543.0,Biker,712.5,513.0,877.9665426427136
4120,1,3,42.5,23.5,Pedestrian,-105.5,-6.5,105.7000473036791
4120,1,4,162.0,64.5,Pedestrian,14.0,34.5,37.23237838226293
4120,1,6,618.0,310.5,Pedestrian,470.0,280.5,547.3392458064742
4120,1,8,1707.0,289.5,Pedestrian,1559.0,259.5,1580.4496986617448
4120,1,10,218.5,227.5,Pedestrian,70.5,197.5,209.70574622551476
4120,1,11,1868.0,850.0,Pedestrian,1720.0,820.0,1905.465822312224
4120,1,16,211.5,192.0,Pedestrian,63.5,162.0,174.0007183893216
4120,1,21,1033.5,984.5,Pedestrian,885.5,954.5,1301.9909753911506
4120,1,24,740.5,448.0,Pedestrian,592.5,418.0,725.107061060641
4120,1,27,248.5,203.5,Pedestrian,100.5,173.5,200.50561089405952
4120,1,43,1475.0,771.5,Pedestrian,1327.0,741.5,1520.1155383720015
4120,1,78,1761.0,273.5,Pedestrian,1613.0,243.5,1631.2759576478775
4120,1,80,1312.5,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4120,1,81,54.5,264.5,Biker,-93.5,234.5,252.4529659164257
4120,1,82,995.0,986.5,Pedestrian,847.0,956.5,1277.6154546654482
4121,1,2,855.0,543.0,Biker,709.5,513.0,875.5336943830317
4121,1,3,42.5,23.5,Pedestrian,-103.0,-6.5,103.20489329484334
4121,1,4,162.0,64.5,Pedestrian,16.5,34.5,38.242646351945886
4121,1,6,616.0,312.5,Pedestrian,470.5,282.5,548.7954992526816
4121,1,8,1708.5,289.5,Pedestrian,1563.0,259.5,1584.3955472040434
4121,1,10,218.5,227.5,Pedestrian,73.0,197.5,210.55937404922156
4121,1,11,1868.0,850.0,Pedestrian,1722.5,820.0,1907.7227917074326
4121,1,16,211.5,192.0,Pedestrian,66.0,162.0,174.92855684535903
4121,1,21,1033.5,984.5,Pedestrian,888.0,954.5,1303.6925442756815
4121,1,24,740.5,448.0,Pedestrian,595.0,418.0,727.15129099796
4121,1,27,248.5,203.5,Pedestrian,103.0,173.5,201.77029018168162
4121,1,43,1475.0,771.5,Pedestrian,1329.5,741.5,1522.2984267219092
4121,1,78,1762.5,272.5,Pedestrian,1617.0,242.5,1635.0826431712862
4121,1,80,1310.0,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4121,1,81,54.5,263.5,Biker,-91.0,233.5,250.6057660948766
4121,1,82,995.0,986.5,Pedestrian,849.5,956.5,1279.2742082915609
4122,1,2,852.0,540.0,Biker,709.5,510.0,873.7792913545159
4122,1,3,42.5,23.5,Pedestrian,-100.0,-6.5,100.21102733731453
4122,1,4,159.0,64.5,Pedestrian,16.5,34.5,38.242646351945886
4122,1,6,616.0,312.5,Pedestrian,473.5,282.5,551.3696582148858
4122,1,8,1708.5,289.5,Pedestrian,1566.0,259.5,1587.355111498369
4122,1,10,218.5,227.5,Pedestrian,76.0,197.5,211.6181702973542
4122,1,11,1868.0,852.5,Pedestrian,1725.5,822.5,1911.506343175455
4122,1,16,211.5,192.0,Pedestrian,69.0,162.0,176.08236708995025
4122,1,21,1033.5,984.5,Pedestrian,891.0,954.5,1305.7378182468333
4122,1,24,740.5,448.0,Pedestrian,598.0,418.0,729.6081139899693
4122,1,27,248.5,203.5,Pedestrian,106.0,173.5,203.31810052230963
4122,1,43,1475.0,771.5,Pedestrian,1332.5,741.5,1524.9191781861753
4122,1,78,1763.5,272.5,Pedestrian,1621.0,242.5,1639.0385138855036
4122,1,80,1310.0,571.0,Pedestrian,1167.5,541.0,1286.7545414724598
4122,1,81,54.5,263.5,Biker,-88.0,233.5,249.53206206818393
4122,1,82,995.0,986.5,Pedestrian,852.5,956.5,1281.2683169422398
4123,1,2,849.5,540.0,Biker,707.0,510.0,871.750537711334
4123,1,3,42.5,23.5,Pedestrian,-100.0,-6.5,100.21102733731453
4123,1,4,159.0,64.5,Pedestrian,16.5,34.5,38.242646351945886
4123,1,6,613.0,315.0,Pedestrian,470.5,285.0,550.0865840938134
4123,1,8,1710.0,289.5,Pedestrian,1567.5,259.5,1588.8349505219226
4123,1,10,218.5,227.5,Pedestrian,76.0,197.5,211.6181702973542
4123,1,11,1868.0,852.5,Pedestrian,1725.5,822.5,1911.506343175455
4123,1,16,211.5,192.0,Pedestrian,69.0,162.0,176.08236708995025
4123,1,21,1030.5,986.5,Pedestrian,888.0,956.5,1305.1575575385525
4123,1,24,740.5,448.0,Pedestrian,598.0,418.0,729.6081139899693
4123,1,27,248.5,203.5,Pedestrian,106.0,173.5,203.31810052230963
4123,1,43,1475.0,771.5,Pedestrian,1332.5,741.5,1524.9191781861753
4123,1,78,1763.5,272.5,Pedestrian,1621.0,242.5,1639.0385138855036
4123,1,80,1307.5,571.0,Pedestrian,1165.0,541.0,1284.486667895
4123,1,81,54.5,262.5,Biker,-88.0,232.5,248.59656071635425
4123,1,82,995.0,986.5,Pedestrian,852.5,956.5,1281.2683169422398
4124,1,2,846.5,540.0,Biker,706.5,510.0,871.3450808950493
4124,1,3,42.5,23.5,Pedestrian,-97.5,-6.5,97.7164264594239
4124,1,4,156.5,64.5,Pedestrian,16.5,34.5,38.242646351945886
4124,1,6,610.0,315.0,Pedestrian,470.0,285.0,549.6589851899084
4124,1,8,1711.5,289.5,Pedestrian,1571.5,259.5,1592.781372316992
4124,1,10,218.5,227.5,Pedestrian,78.5,197.5,212.52882157486312
4124,1,11,1868.0,854.5,Pedestrian,1728.0,824.5,1914.6237881108655
4124,1,16,211.5,192.0,Pedestrian,71.5,162.0,177.0769606696478
4124,1,21,1030.5,986.5,Pedestrian,890.5,956.5,1306.8597858990076
4124,1,24,740.5,448.0,Pedestrian,600.5,418.0,731.6585610788683
4124,1,27,248.5,203.5,Pedestrian,108.5,173.5,204.63259759872082
4124,1,43,1475.0,771.5,Pedestrian,1335.0,741.5,1527.1042040410996
4124,1,78,1763.5,272.5,Pedestrian,1623.5,242.5,1641.5110416929883
4124,1,80,1304.5,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4124,1,81,54.5,262.5,Biker,-85.5,232.5,247.72262714576559
4124,1,82,995.0,986.5,Pedestrian,855.0,956.5,1282.9330652843896
4125,1,2,844.0,538.0,Biker,704.0,508.0,868.1474529133861
4125,1,3,42.5,23.5,Pedestrian,-97.5,-6.5,97.7164264594239
4125,1,4,156.5,64.5,Pedestrian,16.5,34.5,38.242646351945886
4125,1,6,610.0,315.0,Pedestrian,470.0,285.0,549.6589851899084
4125,1,8,1711.5,289.5,Pedestrian,1571.5,259.5,1592.781372316992
4125,1,10,218.5,227.5,Pedestrian,78.5,197.5,212.52882157486312
4125,1,11,1868.0,854.5,Pedestrian,1728.0,824.5,1914.6237881108655
4125,1,16,212.5,192.0,Pedestrian,72.5,162.0,177.48309778680334
4125,1,21,1030.5,986.5,Pedestrian,890.5,956.5,1306.8597858990076
4125,1,24,740.5,448.0,Pedestrian,600.5,418.0,731.6585610788683
4125,1,27,248.5,204.5,Pedestrian,108.5,174.5,205.48114268710887
4125,1,43,1475.0,771.5,Pedestrian,1335.0,741.5,1527.1042040410996
4125,1,78,1765.0,272.5,Pedestrian,1625.0,242.5,1642.9945982869208
4125,1,80,1304.5,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4125,1,81,54.5,262.5,Biker,-85.5,232.5,247.72262714576559
4125,1,82,995.0,986.5,Pedestrian,855.0,956.5,1282.9330652843896
4126,1,2,838.5,538.0,Biker,701.5,508.0,866.1213829481409
4126,1,3,42.5,23.5,Pedestrian,-94.5,-6.5,94.72328119316813
4126,1,4,153.5,64.5,Pedestrian,16.5,34.5,38.242646351945886
4126,1,6,607.0,317.0,Pedestrian,470.0,287.0,550.6986471746594
4126,1,8,1713.0,289.5,Pedestrian,1576.0,259.5,1597.2214154587334
4126,1,10,218.5,227.5,Pedestrian,81.5,197.5,213.65509589054972
4126,1,11,1868.0,857.0,Pedestrian,1731.0,827.0,1918.4081943111064
4126,1,16,212.5,192.0,Pedestrian,75.5,162.0,178.72954428409423
4126,1,21,1030.5,986.5,Pedestrian,893.5,956.5,1308.9058407693046
4126,1,24,740.5,448.0,Pedestrian,603.5,418.0,734.122775835214
4126,1,27,248.5,204.5,Pedestrian,111.5,174.5,207.08090206486932
4126,1,43,1475.0,770.5,Pedestrian,1338.0,740.5,1529.2430316990167
4126,1,78,1766.5,272.5,Pedestrian,1629.5,242.5,1647.4454467447472
4126,1,80,1301.5,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4126,1,81,54.5,262.5,Biker,-82.5,232.5,246.7032630509779
4126,1,82,995.0,986.5,Pedestrian,858.0,956.5,1284.934336843716
4127,1,2,835.5,538.0,Biker,701.0,508.0,865.7164662867399
4127,1,3,42.5,23.5,Pedestrian,-92.0,-6.5,92.22933372848358
4127,1,4,153.5,66.5,Pedestrian,19.0,36.5,41.14911906711977
4127,1,6,605.0,317.0,Pedestrian,470.5,287.0,551.1254394418752
4127,1,8,1713.0,289.5,Pedestrian,1578.5,259.5,1599.6882508789017
4127,1,10,218.5,227.5,Pedestrian,84.0,197.5,214.62117789258357
4127,1,11,1868.0,857.0,Pedestrian,1733.5,827.0,1920.6642731096968
4127,1,16,212.5,192.0,Pedestrian,78.0,162.0,179.79988876526036
4127,1,21,1030.5,986.5,Pedestrian,896.0,956.5,1310.6136921305224
4127,1,24,740.5,448.0,Pedestrian,606.0,418.0,736.1793259797506
4127,1,27,248.5,204.5,Pedestrian,114.0,174.5,208.43764055467526
4127,1,43,1475.0,770.5,Pedestrian,1340.5,740.5,1531.4308668692818
4127,1,78,1766.5,272.5,Pedestrian,1632.0,242.5,1649.918255550862
4127,1,80,1299.0,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4127,1,81,54.5,261.5,Biker,-80.0,231.5,244.9331541461874
4127,1,82,995.0,986.5,Pedestrian,860.5,956.5,1286.6050287481391
4128,1,2,833.0,536.0,Biker,698.5,506.0,862.5185505251467
4128,1,3,42.5,23.5,Pedestrian,-92.0,-6.5,92.22933372848358
4128,1,4,151.0,66.5,Pedestrian,16.5,36.5,40.05621050473946
4128,1,6,605.0,319.5,Pedestrian,470.5,289.5,552.4314437104391
4128,1,8,1714.5,289.5,Pedestrian,1580.0,259.5,1601.168401511846
4128,1,10,218.5,227.5,Pedestrian,84.0,197.5,214.62117789258357
4128,1,11,1868.0,859.0,Pedestrian,1733.5,829.0,1921.5262813711397
4128,1,16,212.5,192.0,Pedestrian,78.0,162.0,179.79988876526036
4128,1,21,1030.5,988.5,Pedestrian,896.0,958.5,1312.0740261128562
4128,1,24,740.5,448.0,Pedestrian,606.0,418.0,736.1793259797506
4128,1,27,248.5,204.5,Pedestrian,114.0,174.5,208.43764055467526
4128,1,43,1475.0,770.5,Pedestrian,1340.5,740.5,1531.4308668692818
4128,1,78,1766.5,272.5,Pedestrian,1632.0,242.5,1649.918255550862
4128,1,80,1299.0,571.0,Pedestrian,1164.5,541.0,1284.033196611365
4128,1,81,54.5,260.5,Biker,-80.0,230.5,243.98821692860497
4128,1,82,995.0,986.5,Pedestrian,860.5,956.5,1286.6050287481391
4129,1,2,830.0,536.0,Biker,698.5,506.0,862.5185505251467
4129,1,3,42.5,23.5,Pedestrian,-89.0,-6.5,89.2370438775288
4129,1,4,151.0,66.5,Pedestrian,19.5,36.5,41.382363393117124
4129,1,6,602.0,319.5,Pedestrian,470.5,289.5,552.4314437104391
4129,1,8,1714.5,289.5,Pedestrian,1583.0,259.5,1604.1288134062052
4129,1,10,218.5,227.5,Pedestrian,87.0,197.5,215.81299775500085
4129,1,11,1868.0,859.0,Pedestrian,1736.5,829.0,1924.2331589492994
4129,1,16,212.5,192.0,Pedestrian,81.0,162.0,181.12150617748296
4129,1,21,1028.5,988.5,Pedestrian,897.0,958.5,1312.7571176725723
4129,1,24,740.5,448.0,Pedestrian,609.0,418.0,738.650797061778
4129,1,27,248.5,204.5,Pedestrian,117.0,174.5,210.09343159651613
4129,1,43,1475.0,770.5,Pedestrian,1343.5,740.5,1534.057528256356
4129,1,78,1768.0,272.5,Pedestrian,1636.5,242.5,1654.3695173690792
4129,1,80,1296.5,571.0,Pedestrian,1165.0,541.0,1284.486667895
4129,1,81,54.5,260.5,Biker,-77.0,230.5,243.02108961981057
4129,1,82,995.0,986.5,Pedestrian,863.5,956.5,1288.6134020721654
4130,1,2,827.5,536.0,Biker,696.0,506.0,860.4952062620686
4130,1,3,42.5,23.5,Pedestrian,-89.0,-6.5,89.2370438775288
4130,1,4,148.0,66.5,Pedestrian,16.5,36.5,40.05621050473946
4130,1,6,602.0,321.5,Pedestrian,470.5,291.5,553.4821587007119
4130,1,8,1716.0,289.5,Pedestrian,1584.5,259.5,1605.6090744636442
4130,1,10,218.5,227.5,Pedestrian,87.0,197.5,215.81299775500085
4130,1,11,1868.0,861.5,Pedestrian,1736.5,831.5,1925.3115332329987
4130,1,16,212.5,192.0,Pedestrian,81.0,162.0,181.12150617748296
4130,1,21,1028.5,988.5,Pedestrian,897.0,958.5,1312.7571176725723
4130,1,24,740.5,448.0,Pedestrian,609.0,418.0,738.650797061778
4130,1,27,248.5,204.5,Pedestrian,117.0,174.5,210.09343159651613
4130,1,43,1475.0,770.5,Pedestrian,1343.5,740.5,1534.057528256356
4130,1,78,1768.0,272.5,Pedestrian,1636.5,242.5,1654.3695173690792
4130,1,80,1296.5,571.0,Pedestrian,1165.0,541.0,1284.486667895
4130,1,81,54.5,260.5,Biker,-77.0,230.5,243.02108961981057
4130,1,82,995.0,986.5,Pedestrian,863.5,956.5,1288.6134020721654
4131,1,2,824.5,533.0,Biker,695.5,503.0,858.329336560274
4131,1,3,42.5,23.5,Pedestrian,-86.5,-6.5,86.7438758645243
4131,1,4,148.0,66.5,Pedestrian,19.0,36.5,41.14911906711977
4131,1,6,599.0,321.5,Pedestrian,470.0,291.5,553.0571851083756
4131,1,8,1717.0,287.5,Pedestrian,1588.0,257.5,1608.741822046036
4131,1,10,218.5,227.5,Pedestrian,89.5,197.5,216.8328849598234
4131,1,11,1868.0,861.5,Pedestrian,1739.0,831.5,1927.5666655138027
4131,1,16,212.5,192.0,Pedestrian,83.5,162.0,182.2532578583988
4131,1,21,1028.5,988.5,Pedestrian,899.5,958.5,1314.466621866071
4131,1,24,740.5,448.0,Pedestrian,611.5,418.0,740.7133386135287
4131,1,27,248.5,204.5,Pedestrian,119.5,174.5,211.49586284369724
4131,1,43,1475.0,770.5,Pedestrian,1346.0,740.5,1536.2474572802391
4131,1,78,1769.5,271.5,Pedestrian,1640.5,241.5,1658.180478717561
4131,1,80,1293.5,569.0,Pedestrian,1164.5,539.0,1283.1918212021149
4131,1,81,54.5,260.5,Biker,-74.5,230.5,242.2405828922974
4131,1,82,995.0,986.5,Pedestrian,866.0,956.5,1290.2899867859162
4132,1,2,822.0,533.0,Biker,696.0,503.0,858.7345340674265
4132,1,3,42.5,23.5,Pedestrian,-83.5,-6.5,83.75261189957003
4132,1,4,145.5,66.5,Pedestrian,19.5,36.5,41.382363393117124
4132,1,6,596.0,321.5,Pedestrian,470.0,291.5,553.0571851083756
4132,1,8,1717.0,287.5,Pedestrian,1591.0,257.5,1611.7032139944376
4132,1,10,218.5,227.5,Pedestrian,92.5,197.5,218.0882848756439
4132,1,11,1868.0,861.5,Pedestrian,1742.0,831.5,1930.273620500472
4132,1,16,212.5,192.0,Pedestrian,86.5,162.0,183.64708002034772
4132,1,21,1028.5,991.5,Pedestrian,902.5,961.5,1318.7071320046769
4132,1,24,740.5,448.0,Pedestrian,614.5,418.0,743.1919334869021
4132,1,27,248.5,204.5,Pedestrian,122.5,174.5,213.2053001217371
4132,1,43,1475.0,770.5,Pedestrian,1349.0,740.5,1538.8766194857858
4132,1,78,1769.5,271.5,Pedestrian,1643.5,241.5,1661.1485484447198
4132,1,80,1290.5,569.0,Pedestrian,1164.5,539.0,1283.1918212021149
4132,1,81,54.5,259.0,Biker,-71.5,229.0,239.9025843962503
4132,1,82,995.0,986.5,Pedestrian,869.0,956.5,1292.3054012113391
4133,1,2,819.0,531.0,Biker,693.0,501.0,855.1315688243535
4133,1,3,42.5,23.5,Pedestrian,-83.5,-6.5,83.75261189957003
4133,1,4,145.5,66.5,Pedestrian,19.5,36.5,41.382363393117124
4133,1,6,594.0,324.0,Pedestrian,468.0,294.0,552.6843583818887
4133,1,8,1718.0,287.5,Pedestrian,1592.0,257.5,1612.6903763587106
4133,1,10,218.5,227.0,Pedestrian,92.5,197.0,217.63558992039881
