frame,target_track_id,target_x,target_y,target_label,min_distance_to_pedestrian
4498,1,33.0,37.0,Pedestrian,16.507574019219177
4499,1,33.0,37.0,Pedestrian,16.507574019219177
4500,1,33.0,37.0,Pedestrian,16.507574019219177
4501,1,33.0,37.0,Pedestrian,16.507574019219177
4502,1,33.0,37.0,Pedestrian,16.507574019219177
4503,1,33.0,37.0,Pedestrian,16.507574019219177
4504,1,33.0,37.0,Pedestrian,16.507574019219177
4505,1,33.0,37.0,Pedestrian,16.507574019219177
4506,1,33.0,37.0,Pedestrian,16.507574019219177
4507,1,33.0,37.0,Pedestrian,16.507574019219177
4508,1,33.0,37.0,Pedestrian,16.507574019219177
4509,1,33.0,37.0,Pedestrian,16.507574019219177
4510,1,33.0,37.0,Pedestrian,16.507574019219177
4511,1,33.0,37.0,Pedestrian,16.507574019219177
4512,1,33.0,37.0,Pedestrian,16.507574019219177
4513,1,33.0,37.0,Pedestrian,16.507574019219177
4514,1,33.0,37.0,Pedestrian,16.507574019219177
4515,1,33.0,37.0,Pedestrian,16.507574019219177
4516,1,33.0,37.0,Pedestrian,16.507574019219177
4517,1,33.0,37.0,Pedestrian,16.507574019219177
4518,1,33.0,37.0,Pedestrian,16.507574019219177
4519,1,33.0,37.0,Pedestrian,16.507574019219177
4520,1,33.0,37.0,Pedestrian,16.507574019219177
4521,1,33.0,37.0,Pedestrian,16.507574019219177
4522,1,33.0,37.0,Pedestrian,16.507574019219177
4523,1,33.0,37.0,Pedestrian,16.507574019219177
4524,1,33.0,37.0,Pedestrian,16.507574019219177
4525,1,33.0,37.0,Pedestrian,16.507574019219177
4526,1,33.0,37.0,Pedestrian,16.507574019219177
4527,1,33.0,37.0,Pedestrian,16.507574019219177
4528,1,33.0,37.0,Pedestrian,16.507574019219177
4529,1,33.0,37.0,Pedestrian,16.507574019219177
4530,1,33.0,37.0,Pedestrian,16.507574019219177
4531,1,33.0,37.0,Pedestrian,16.507574019219177
